% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
260 +2.056787442e-03 +2.056787442e-03 +3.652056787e+00 +3.652056787e+00 +4.5863e-01 -2.0023e+00
296 +1.099066205e-04 +1.099066205e-04 +3.650109907e+00 +3.650109907e+00 +5.0392e-01 -1.9700e+00
445 +5.876598877e-05 +5.876598877e-05 +3.650058766e+00 +3.650058766e+00 +4.9791e-01 -1.9812e+00
462 +1.165149018e-05 +1.165149018e-05 +3.650011651e+00 +3.650011651e+00 +4.9733e-01 -1.9727e+00
491 +5.654571100e-06 +5.654571100e-06 +3.650005655e+00 +3.650005655e+00 +4.9222e-01 -1.9734e+00
579 +2.502491239e-06 +2.502491239e-06 +3.650002502e+00 +3.650002502e+00 +4.9282e-01 -1.9743e+00
629 +5.747514953e-08 +5.747514953e-08 +3.650000057e+00 +3.650000057e+00 +4.9463e-01 -1.9745e+00
657 +6.255953089e-09 +6.255953089e-09 +3.650000006e+00 +3.650000006e+00 +4.9434e-01 -1.9745e+00
% function evaluation | noise-free fitness - Fopt (2.205300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.958398178e+00 +7.958398178e+00 +2.284883982e+02 +2.284883982e+02 +3.4019e+00 -1.0562e+00
3 +1.931843727e+00 +1.931843727e+00 +2.224618437e+02 +2.224618437e+02 +4.1165e+00 -3.0245e+00
41 +1.508141745e+00 +1.508141745e+00 +2.220381417e+02 +2.220381417e+02 +1.8786e+00 -3.3403e+00
61 +9.711622799e-01 +9.711622799e-01 +2.215011623e+02 +2.215011623e+02 +2.0216e+00 -3.9901e+00
70 +1.616343494e-01 +1.616343494e-01 +2.206916343e+02 +2.206916343e+02 +2.9646e+00 -3.4473e+00
88 +2.415036685e-02 +2.415036685e-02 +2.205541504e+02 +2.205541504e+02 +3.0198e+00 -3.6943e+00
216 +8.029086980e-03 +8.029086980e-03 +2.205380291e+02 +2.205380291e+02 +2.9420e+00 -3.7771e+00
285 +3.351246982e-03 +3.351246982e-03 +2.205333512e+02 +2.205333512e+02 +3.0127e+00 -3.9037e+00
303 +5.719773871e-04 +5.719773871e-04 +2.205305720e+02 +2.205305720e+02 +2.9939e+00 -3.8717e+00
374 +1.998551401e-04 +1.998551401e-04 +2.205301999e+02 +2.205301999e+02 +3.0016e+00 -3.8347e+00
382 +6.334107169e-05 +6.334107169e-05 +2.205300633e+02 +2.205300633e+02 +3.0032e+00 -3.8433e+00
405 +1.775117676e-05 +1.775117676e-05 +2.205300178e+02 +2.205300178e+02 +2.9940e+00 -3.8511e+00
505 +9.317537263e-06 +9.317537263e-06 +2.205300093e+02 +2.205300093e+02 +2.9994e+00 -3.8465e+00
562 +2.438525712e-06 +2.438525712e-06 +2.205300024e+02 +2.205300024e+02 +2.9955e+00 -3.8471e+00
623 +1.138746484e-06 +1.138746484e-06 +2.205300011e+02 +2.205300011e+02 +2.9977e+00 -3.8474e+00
679 +6.006558806e-08 +6.006558806e-08 +2.205300001e+02 +2.205300001e+02 +2.9968e+00 -3.8478e+00
800 +2.435146484e-08 +2.435146484e-08 +2.205300000e+02 +2.205300000e+02 +2.9969e+00 -3.8480e+00
828 +9.131724710e-09 +9.131724710e-09 +2.205300000e+02 +2.205300000e+02 +2.9968e+00 -3.8481e+00
% function evaluation | noise-free fitness - Fopt (4.212900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.313506781e+01 +7.313506781e+01 +4.944250678e+02 +4.944250678e+02 +3.4019e+00 -1.0562e+00
2 +4.613437561e+01 +4.613437561e+01 +4.674243756e+02 +4.674243756e+02 +2.8310e+00 +2.9844e+00
4 +5.706346591e+00 +5.706346591e+00 +4.269963466e+02 +4.269963466e+02 -1.6478e+00 +2.6823e+00
12 +1.762514254e-01 +1.762514254e-01 +4.214662514e+02 +4.214662514e+02 -3.6277e+00 +3.0418e+00
167 +2.827898319e-02 +2.827898319e-02 +4.213182790e+02 +4.213182790e+02 -3.8311e+00 +3.4216e+00
200 +1.835251570e-02 +1.835251570e-02 +4.213083525e+02 +4.213083525e+02 -3.8633e+00 +3.4074e+00
216 +1.389023499e-02 +1.389023499e-02 +4.213038902e+02 +4.213038902e+02 -4.0118e+00 +3.2039e+00
234 +6.616381154e-03 +6.616381154e-03 +4.212966164e+02 +4.212966164e+02 -3.8902e+00 +3.2555e+00
298 +3.250283339e-03 +3.250283339e-03 +4.212932503e+02 +4.212932503e+02 -4.0079e+00 +3.3237e+00
307 +2.341644455e-03 +2.341644455e-03 +4.212923416e+02 +4.212923416e+02 -3.9677e+00 +3.3527e+00
351 +5.028920193e-04 +5.028920193e-04 +4.212905029e+02 +4.212905029e+02 -3.9592e+00 +3.3281e+00
414 +3.563486006e-04 +3.563486006e-04 +4.212903563e+02 +4.212903563e+02 -3.9720e+00 +3.3022e+00
425 +1.143700362e-04 +1.143700362e-04 +4.212901144e+02 +4.212901144e+02 -3.9633e+00 +3.3109e+00
472 +4.367943893e-05 +4.367943893e-05 +4.212900437e+02 +4.212900437e+02 -3.9500e+00 +3.3119e+00
518 +3.308408071e-05 +3.308408071e-05 +4.212900331e+02 +4.212900331e+02 -3.9515e+00 +3.3010e+00
553 +1.179451607e-05 +1.179451607e-05 +4.212900118e+02 +4.212900118e+02 -3.9541e+00 +3.3098e+00
576 +7.214127891e-07 +7.214127891e-07 +4.212900007e+02 +4.212900007e+02 -3.9528e+00 +3.3063e+00
688 +2.345860821e-07 +2.345860821e-07 +4.212900002e+02 +4.212900002e+02 -3.9535e+00 +3.3059e+00
713 +5.713718565e-08 +5.713718565e-08 +4.212900001e+02 +4.212900001e+02 -3.9538e+00 +3.3063e+00
795 +4.170715329e-09 +4.170715329e-09 +4.212900000e+02 +4.212900000e+02 -3.9536e+00 +3.3065e+00
% function evaluation | noise-free fitness - Fopt (-7.900000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
